Region,Org Code,Provider name,Modality, Apr , May , Jun , Jul , Aug , Sep , Oct , Nov , Dec , Jan , Feb , Mar , Year 
 Y56 , RAP , North Middlesex University Hospital NHS Trust , Positron Emission Tomography , . , . , * , . , . , . , . , . , . , . , . , . , * 
 Y56 , RAP , North Middlesex University Hospital NHS Trust , Single Photon Emission Computerized Tomography , . , . , . , . , . , . , . , . , . , * , 5 , 5 , 5 
 Y56 , NVC , Ramsay Healthcare UK Operations Limited , Computerized Axial Tomography , 5 , 5 , * , 5 , 5 , . , * , . , * , * , * , 5 , 25 
 Y56 , NVC , Ramsay Healthcare UK Operations Limited , Diagnostic Ultrasonography , 10 , 5 , 5 , 5 , 5 , 5 , . , . , 5 , * , 15 , 10 , 60 
 Y56 , NVC , Ramsay Healthcare UK Operations Limited , Fluoroscopy , 15 , 5 , 10 , 15 , 5 , * , 5 , . , * , . , 15 , 5 , 80 
 Y56 , NVC , Ramsay Healthcare UK Operations Limited , Magnetic Resonance Imaging , 10 , 25 , 20 , 15 , 15 , 15 , 15 , 5 , 5 , 5 , 20 , 15 , 150 
 Y56 , NVC , Ramsay Healthcare UK Operations Limited , Plain Radiography , 35 , 50 , 30 , 30 , 15 , 20 , 20 , * , 5 , 15 , 20 , 10 , 255 
 Y56 , RT3 , Royal Brompton & Harefield NHS Foundation Trust , Computerized Axial Tomography ," 1,205 "," 1,390 "," 1,325 "," 1,340 "," 1,245 "," 1,175 "," 1,295 "," 1,250 "," 1,225 "," 1,305 ", . , 810 ," 13,570 "
 Y56 , RT3 , Royal Brompton & Harefield NHS Foundation Trust , Diagnostic Ultrasonography , 575 , 575 , 610 , 645 , 585 , 510 , 590 , 640 , 565 , 660 , . , 395 ," 6,345 "
 Y56 , RT3 , Royal Brompton & Harefield NHS Foundation Trust , Fluoroscopy , 910 , 955 , 860 , 985 , 895 , 775 ," 1,030 ", 900 , 815 , 915 , . , 660 ," 9,685 "
 Y56 , RT3 , Royal Brompton & Harefield NHS Foundation Trust , Magnetic Resonance Imaging , 615 , 655 , 645 , 790 , 700 , 685 , 765 , 780 , 650 , 675 , . , 505 ," 7,465 "
 Y56 , RT3 , Royal Brompton & Harefield NHS Foundation Trust , Nuclear Medicine Procedure , 445 , 515 , 455 , 455 , 430 , 415 , 445 , 470 , 390 , 405 , . , 200 ," 4,630 "
 Y56 , RT3 , Royal Brompton & Harefield NHS Foundation Trust , Plain Radiography ," 4,440 "," 4,820 "," 4,665 "," 4,800 "," 4,325 "," 4,215 "," 4,725 "," 4,680 "," 4,470 "," 4,810 ", . ," 3,485 "," 49,435 "
 Y56 , RT3 , Royal Brompton & Harefield NHS Foundation Trust , Positron Emission Tomography , 35 , 50 , 40 , 70 , 65 , 60 , 90 , 80 , 70 , 70 , . , 60 , 690 
 Y56 , RT3 , Royal Brompton & Harefield NHS Foundation Trust , Single Photon Emission Computerized Tomography , 40 , 55 , 55 , 55 , 45 , 35 , 30 , 40 , 40 , 50 , . , 30 , 475 
 Y56 , RAL , Royal Free London NHS Foundation Trust , Computerized Axial Tomography ," 6,830 "," 7,025 "," 6,740 "," 7,145 "," 6,730 "," 6,665 "," 7,310 "," 7,105 "," 6,705 "," 7,355 "," 6,700 "," 5,055 "," 81,375 "
 Y56 , RAL , Royal Free London NHS Foundation Trust , Diagnostic Ultrasonography ," 14,710 "," 14,960 "," 14,640 "," 15,480 "," 14,195 "," 14,425 "," 16,440 "," 16,220 "," 14,955 "," 16,445 "," 15,055 "," 10,830 "," 178,360 "
 Y56 , RAL , Royal Free London NHS Foundation Trust , Fluoroscopy , 850 , 940 , 810 , 875 , 825 , 865 , 905 , 850 , 680 , 910 , 860 , 640 ," 10,020 "
 Y56 , RAL , Royal Free London NHS Foundation Trust , Magnetic Resonance Imaging ," 2,930 "," 2,930 "," 2,505 "," 2,635 "," 2,635 "," 2,615 "," 3,110 "," 2,980 "," 2,530 "," 2,925 "," 2,745 "," 2,655 "," 33,185 "
 Y56 , RAL , Royal Free London NHS Foundation Trust , Nuclear Medicine Procedure , 470 , 530 , 430 , 485 , 485 , 455 , 495 , 555 , 465 , 490 , 440 , 310 ," 5,605 "
 Y56 , RAL , Royal Free London NHS Foundation Trust , Plain Radiography ," 23,900 "," 26,305 "," 24,950 "," 23,630 "," 20,850 "," 22,145 "," 25,365 "," 24,395 "," 21,900 "," 27,570 "," 22,725 "," 18,885 "," 282,620 "
 Y56 , RAL , Royal Free London NHS Foundation Trust , Positron Emission Tomography , 300 , 340 , 300 , 250 , 235 , 200 , 265 , 310 , 255 , 310 , 260 , 285 ," 3,315 "
 Y56 , RAL , Royal Free London NHS Foundation Trust , Single Photon Emission Computerized Tomography , 85 , 80 , 100 , 70 , 25 , 55 , 65 , 75 , 50 , 85 , 70 , 80 , 835 
 Y56 , RAN , Royal National Orthopaedic Hospital NHS Trust , Computerized Axial Tomography , 410 , 480 , 415 , 405 , 480 , 495 , 435 , 440 , 335 , 475 , 470 , 310 ," 5,145 "
 Y56 , RAN , Royal National Orthopaedic Hospital NHS Trust , Diagnostic Ultrasonography , 760 , 780 , 775 , 825 , 710 , 760 , 855 , 790 , 625 , 780 , 645 , 425 ," 8,720 "
 Y56 , RAN , Royal National Orthopaedic Hospital NHS Trust , Fluoroscopy , 140 , 145 , 130 , 155 , 120 , 125 , 145 , 115 , 130 , 135 , 120 , 85 ," 1,540 "
 Y56 , RAN , Royal National Orthopaedic Hospital NHS Trust , Magnetic Resonance Imaging ," 1,000 "," 1,025 "," 1,070 "," 1,100 "," 1,070 "," 1,105 "," 1,130 "," 1,070 "," 1,000 "," 1,170 "," 1,050 ", 860 ," 12,655 "
 Y56 , RAN , Royal National Orthopaedic Hospital NHS Trust , Nuclear Medicine Procedure , 10 , 5 , 10 , 5 , 10 , 10 , 10 , 5 , 5 , * , * , * , 75 
 Y56 , RAN , Royal National Orthopaedic Hospital NHS Trust , Plain Radiography ," 3,920 "," 4,980 "," 4,390 "," 5,060 "," 4,235 "," 4,555 "," 4,905 "," 4,905 "," 3,930 "," 4,900 "," 4,610 "," 2,630 "," 53,020 "
 Y56 , RAN , Royal National Orthopaedic Hospital NHS Trust , Single Photon Emission Computerized Tomography , 50 , 50 , 55 , 45 , 60 , 80 , 45 , 65 , 65 , 65 , 65 , 45 , 690 
 Y56 , RV5 , South London and Maudsley NHS Foundation Trust , Magnetic Resonance Imaging , 255 , 200 , 225 , 235 , 265 , 240 , 260 , 270 , 155 , 270 , 250 , 185 ," 2,810 "
 Y56 , NT3 , Spire Healthcare , Computerized Axial Tomography , 80 , 65 , 65 , 70 , 60 , 45 , 60 , 55 , 55 , 65 , 55 , 65 , 740 
 Y56 , NT3 , Spire Healthcare , Diagnostic Ultrasonography , 225 , 240 , 245 , 255 , 225 , 245 , 250 , 255 , 205 , 315 , 250 , 155 ," 2,865 "
 Y56 , NT3 , Spire Healthcare , Fluoroscopy , 140 , 145 , 135 , 140 , 115 , 125 , 135 , 105 , 80 , 110 , 115 , 85 ," 1,430 "
 Y56 , NT3 , Spire Healthcare , Magnetic Resonance Imaging , 200 , 160 , 200 , 140 , 200 , 175 , 225 , 170 , 170 , 195 , 180 , 195 ," 2,210 "
 Y56 , NT3 , Spire Healthcare , Plain Radiography , 140 , 130 , 150 , 175 , 180 , 160 , 150 , 145 , 145 , 155 , 110 , 100 ," 1,735 "
 Y56 , RJ7 , St George's University Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 4,040 "," 4,050 "," 4,040 "," 4,880 "," 4,600 "," 4,420 "," 4,370 "," 4,335 "," 3,380 "," 3,830 "," 3,560 "," 2,580 "," 48,080 "
 Y56 , RJ7 , St George's University Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 5,265 "," 5,615 "," 5,320 "," 5,680 "," 4,965 "," 5,235 "," 5,840 "," 5,800 "," 3,515 "," 4,020 "," 3,875 "," 2,660 "," 57,785 "
 Y56 , RJ7 , St George's University Hospitals NHS Foundation Trust , Fluoroscopy , 485 , 510 , 520 , 745 , 590 , 610 ," 1,390 "," 1,420 "," 1,225 "," 1,290 "," 1,135 ", 865 ," 10,795 "
 Y56 , RJ7 , St George's University Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 1,685 "," 1,710 "," 1,680 "," 3,285 "," 3,070 "," 3,120 "," 1,795 "," 1,770 "," 1,335 "," 1,410 "," 1,360 "," 1,050 "," 23,270 "
 Y56 , RJ7 , St George's University Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 410 , 355 , 355 , 390 , 370 , 400 , 470 , 465 , 375 , 455 , 380 , 315 ," 4,730 "
 Y56 , RJ7 , St George's University Hospitals NHS Foundation Trust , Plain Radiography ," 16,415 "," 17,345 "," 16,730 "," 17,745 "," 16,025 "," 16,905 "," 17,695 "," 17,350 "," 13,465 "," 15,115 "," 13,235 "," 9,480 "," 187,505 "
 Y56 , RJ7 , St George's University Hospitals NHS Foundation Trust , Positron Emission Tomography , 90 , 135 , 115 , 150 , 130 , 115 , 140 , 120 , 85 , 150 , 120 , 115 ," 1,465 "
 Y56 , RJ7 , St George's University Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 65 , 55 , 55 , 65 , 65 , 55 , 75 , 80 , 55 , 65 , 45 , 40 , 715 
 Y56 , RAS , The Hillingdon Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 1,735 "," 1,860 "," 1,870 "," 1,945 "," 1,775 "," 1,815 "," 1,965 "," 1,795 "," 1,715 "," 1,890 "," 1,660 "," 1,260 "," 21,275 "
 Y56 , RAS , The Hillingdon Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 5,505 "," 5,540 "," 5,200 "," 5,535 "," 5,420 "," 5,340 "," 5,640 "," 5,180 "," 5,170 "," 5,290 "," 4,490 "," 3,840 "," 62,150 "
 Y56 , RAS , The Hillingdon Hospitals NHS Foundation Trust , Fluoroscopy , 145 , 155 , 180 , 235 , 160 , 180 , 195 , 175 , 140 , 200 , 135 , 120 ," 2,015 "
 Y56 , RAS , The Hillingdon Hospitals NHS Foundation Trust , Magnetic Resonance Imaging , 995 ," 1,270 "," 1,135 "," 1,225 "," 1,060 ", 980 ," 1,215 "," 1,165 ", 935 ," 1,100 ", 995 , 810 ," 12,885 "
 Y56 , RAS , The Hillingdon Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 120 , 145 , 135 , 190 , 150 , 135 , 140 , 175 , 215 , 170 , 140 , 115 ," 1,830 "
 Y56 , RAS , The Hillingdon Hospitals NHS Foundation Trust , Plain Radiography ," 10,960 "," 12,000 "," 11,475 "," 12,450 "," 10,865 "," 11,310 "," 11,755 "," 11,265 "," 10,590 "," 11,965 "," 10,505 "," 7,345 "," 132,490 "
 Y56 , RAS , The Hillingdon Hospitals NHS Foundation Trust , Positron Emission Tomography , . , . , . , . , . , . , . , . , . , . , . , * , * 
 Y56 , RAS , The Hillingdon Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 40 , 50 , 45 , 40 , 35 , 35 , 45 , 40 , 25 , 40 , 40 , 25 , 460 
 Y56 , RPY , The Royal Marsden NHS Foundation Trust , Computerized Axial Tomography ," 1,880 "," 2,005 "," 1,840 "," 1,995 "," 1,905 "," 1,935 "," 2,080 "," 1,995 "," 1,705 "," 2,200 "," 1,865 "," 1,720 "," 23,135 "
 Y56 , RPY , The Royal Marsden NHS Foundation Trust , Diagnostic Ultrasonography ," 1,855 "," 1,895 "," 1,860 "," 2,105 "," 1,780 "," 1,870 "," 2,050 "," 1,805 "," 1,675 "," 1,960 "," 1,765 "," 1,450 "," 22,065 "
 Y56 , RPY , The Royal Marsden NHS Foundation Trust , Fluoroscopy , 40 , 55 , 40 , 40 , 45 , 40 , 55 , 60 , 40 , 50 , 55 , 40 , 555 
 Y56 , RPY , The Royal Marsden NHS Foundation Trust , Magnetic Resonance Imaging ," 1,115 "," 1,255 "," 1,185 "," 1,275 "," 1,185 "," 1,205 "," 1,325 "," 1,250 "," 1,070 "," 1,455 "," 1,265 "," 1,085 "," 14,670 "
 Y56 , RPY , The Royal Marsden NHS Foundation Trust , Nuclear Medicine Procedure , 250 , 305 , 275 , 275 , 290 , 270 , 270 , 285 , 265 , 300 , 280 , 250 ," 3,310 "
 Y56 , RPY , The Royal Marsden NHS Foundation Trust , Plain Radiography ," 1,940 "," 2,020 "," 1,980 "," 2,140 "," 1,800 "," 1,930 "," 2,315 "," 2,175 "," 1,935 "," 2,190 "," 1,975 "," 1,700 "," 24,105 "
 Y56 , RPY , The Royal Marsden NHS Foundation Trust , Positron Emission Tomography , 570 , 630 , 610 , 675 , 590 , 620 , 665 , 670 , 550 , 690 , 610 , 590 ," 7,460 "
 Y56 , RPY , The Royal Marsden NHS Foundation Trust , Single Photon Emission Computerized Tomography , 20 , 20 , 20 , 20 , 15 , 20 , 20 , 20 , 15 , 25 , 20 , 20 , 230 
 Y56 , RRV , University College London Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 3,275 "," 4,825 "," 5,005 "," 5,675 "," 5,875 "," 5,930 "," 6,370 "," 6,035 "," 5,325 "," 6,260 "," 5,840 "," 4,240 "," 64,655 "
 Y56 , RRV , University College London Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 2,300 "," 3,355 "," 3,155 "," 3,895 "," 3,185 "," 3,270 "," 3,920 "," 3,850 "," 3,165 "," 3,945 "," 3,295 "," 2,545 "," 39,875 "
 Y56 , RRV , University College London Hospitals NHS Foundation Trust , Fluoroscopy , 585 , 705 , 625 , 730 , 655 , 715 , 820 , 745 , 655 , 765 , 760 , 570 ," 8,330 "
 Y56 , RRV , University College London Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 4,500 "," 5,210 "," 5,340 "," 5,415 "," 5,015 "," 5,640 "," 6,350 "," 6,075 "," 5,535 "," 6,200 "," 6,075 "," 4,425 "," 65,785 "
 Y56 , RRV , University College London Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 240 , 280 , 280 , 310 , 275 , 285 , 275 , 305 , 240 , 360 , 320 , 225 ," 3,395 "
 Y56 , RRV , University College London Hospitals NHS Foundation Trust , Plain Radiography ," 10,765 "," 13,710 "," 14,020 "," 14,650 "," 12,620 "," 13,570 "," 14,370 "," 14,525 "," 13,585 "," 15,075 "," 14,395 "," 10,085 "," 161,375 "
 Y56 , RRV , University College London Hospitals NHS Foundation Trust , Positron Emission Tomography , 400 , 460 , 500 , 560 , 500 , 505 , 575 , 520 , 450 , 625 , 585 , 480 ," 6,155 "
 Y56 , RRV , University College London Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 130 , 160 , 130 , 155 , 150 , 130 , 135 , 130 , 100 , 160 , 135 , 95 ," 1,605 "
 Y56 , RKE , Whittington Health NHS Trust , Computerized Axial Tomography ," 1,815 "," 1,740 "," 1,860 "," 1,895 "," 1,955 "," 1,870 "," 2,035 "," 1,990 "," 1,810 "," 2,030 "," 1,920 "," 1,550 "," 22,475 "
 Y56 , RKE , Whittington Health NHS Trust , Diagnostic Ultrasonography ," 4,605 "," 4,925 "," 4,730 "," 5,120 "," 4,500 "," 4,715 "," 5,040 "," 4,715 "," 4,250 "," 4,755 "," 4,285 "," 3,520 "," 55,160 "
 Y56 , RKE , Whittington Health NHS Trust , Fluoroscopy , 175 , 210 , 190 , 180 , 145 , 160 , 215 , 185 , 170 , 225 , 160 , 160 ," 2,180 "
 Y56 , RKE , Whittington Health NHS Trust , Magnetic Resonance Imaging , 955 , 965 , 900 , 975 , 955 , 985 ," 1,150 ", 990 , 830 ," 1,080 "," 1,070 ", 740 ," 11,595 "
 Y56 , RKE , Whittington Health NHS Trust , Nuclear Medicine Procedure , 155 , 175 , 185 , 190 , 155 , 170 , 165 , 210 , 140 , 180 , 165 , 120 ," 2,010 "
 Y56 , RKE , Whittington Health NHS Trust , Plain Radiography ," 8,320 "," 8,280 "," 8,305 "," 8,400 "," 7,540 "," 7,815 "," 8,450 "," 7,990 "," 7,490 "," 9,025 "," 7,935 "," 5,900 "," 95,450 "
 Y56 , RKE , Whittington Health NHS Trust , Positron Emission Tomography , 15 , 25 , 25 , 30 , 20 , 20 , 40 , 35 , 30 , 50 , 40 , 25 , 360 
 Y56 , RKE , Whittington Health NHS Trust , Single Photon Emission Computerized Tomography , 65 , 70 , 65 , 85 , 60 , 65 , 60 , 65 , 50 , 65 , 60 , 50 , 770 
 Y58 , NT9 , Alliance Medical , Computerized Axial Tomography , . , . , * , . , 5 , * , * , * , * , . , . , . , 10 
 Y58 , NT9 , Alliance Medical , Magnetic Resonance Imaging , 270 , 245 , 250 , 350 , 290 , 305 , 340 , 280 , 270 , 270 , 270 , 235 ," 3,380 "
 Y58 , NT9 , Alliance Medical , Nuclear Medicine Procedure , . , * , . , . , . , . , * , . , . , . , . , * , 5 
 Y58 , NT9 , Alliance Medical , Positron Emission Tomography , 785 , 910 , 885 ," 1,035 ", 860 , 920 , 985 , 875 ," 1,050 "," 1,020 ", 915 ," 1,020 "," 11,270 "
 Y58 , NT4 , BMI Healthcare , Computerized Axial Tomography , 35 , 5 , 40 , 50 , 20 , 50 , 50 , 90 , 60 , 60 , 60 , 50 , 565 
 Y58 , NT4 , BMI Healthcare , Diagnostic Ultrasonography , 30 , 30 , 45 , 55 , 40 , 35 , 45 , 45 , 35 , 60 , 45 , 35 , 500 
 Y58 , NT4 , BMI Healthcare , Fluoroscopy , * , * , 5 , . , . , 5 , . , * , . , * , * , 5 , 15 
 Y58 , NT4 , BMI Healthcare , Magnetic Resonance Imaging , 185 , 120 , 230 , 285 , 230 , 225 , 275 , 150 , 185 , 210 , 215 , 205 ," 2,520 "
 Y58 , NT4 , BMI Healthcare , Plain Radiography , 15 , 5 , 60 , 90 , 100 , 125 , 105 , 145 , 110 , 150 , 155 , 110 ," 1,170 "
 Y58 , NTP , Care UK , Diagnostic Ultrasonography , 600 , 600 , 525 , 585 , 595 , 520 , 625 , 480 , 385 , 610 , 555 , 430 ," 6,515 "
 Y58 , NTP , Care UK , Magnetic Resonance Imaging , 120 , 110 , 90 , 135 , 170 , 115 , 155 , 120 , 95 , 145 , 105 , 100 ," 1,465 "
 Y58 , NTP , Care UK , Plain Radiography ," 1,375 "," 1,370 "," 1,290 "," 1,590 "," 1,260 "," 1,460 "," 1,665 "," 1,395 "," 1,310 "," 1,615 "," 1,510 "," 1,150 "," 16,995 "
 Y58 , NV3 , Circle , Computerized Axial Tomography , 15 , 20 , 20 , 30 , 20 , 20 , 35 , 20 , 25 , 15 , 30 , 15 , 270 
 Y58 , NV3 , Circle , Diagnostic Ultrasonography , 50 , 50 , 45 , 75 , 45 , 55 , 55 , 50 , 40 , 45 , 45 , 30 , 590 
 Y58 , NV3 , Circle , Fluoroscopy , 5 , 5 , 5 , 5 , 5 , . , 5 , 5 , . , . , 5 , . , 35 
 Y58 , NV3 , Circle , Magnetic Resonance Imaging , 110 , 105 , 115 , 120 , 95 , 65 , 110 , 95 , 115 , 110 , 90 , 70 ," 1,190 "
 Y58 , NV3 , Circle , Plain Radiography , 335 , 310 , 310 , 290 , 300 , 300 , 305 , 340 , 235 , 305 , 325 , 220 ," 3,585 "
 Y58 , AC7 , Cobalt Health , Computerized Axial Tomography , 580 , 595 , 690 , 600 , 470 , 115 , 130 , 140 , 210 , 540 , 570 , 445 ," 5,090 "
 Y58 , AC7 , Cobalt Health , Fluoroscopy , . , . , . , . , . , . , . , . , . , . , * , . , * 
 Y58 , AC7 , Cobalt Health , Magnetic Resonance Imaging , 470 , 410 , 500 , 605 , 495 , 590 , 595 , 550 , 515 , 445 , 355 , 420 ," 5,950 "
 Y58 , AC7 , Cobalt Health , Positron Emission Tomography , 215 , 230 , 180 , 230 , 215 , 250 , 285 , 245 , 220 , 280 , 240 , 280 ," 2,875 "
 Y58 , RBD , Dorset County Hospital NHS Foundation Trust , Computerized Axial Tomography ," 1,295 "," 1,300 "," 1,265 "," 1,275 "," 1,310 "," 1,290 "," 1,355 "," 1,315 "," 1,275 "," 1,380 "," 1,300 "," 1,055 "," 15,420 "
 Y58 , RBD , Dorset County Hospital NHS Foundation Trust , Diagnostic Ultrasonography ," 2,425 "," 2,490 "," 2,340 "," 2,585 "," 2,235 "," 2,255 "," 2,430 "," 2,295 "," 2,170 "," 2,385 "," 1,910 "," 1,925 "," 27,445 "
 Y58 , RBD , Dorset County Hospital NHS Foundation Trust , Fluoroscopy , 190 , 210 , 230 , 220 , 180 , 145 , 170 , 180 , 130 , 165 , 175 , 135 ," 2,120 "
 Y58 , RBD , Dorset County Hospital NHS Foundation Trust , Magnetic Resonance Imaging , 535 , 560 , 555 , 545 , 510 , 510 , 570 , 560 , 510 , 645 , 595 , 430 ," 6,515 "
 Y58 , RBD , Dorset County Hospital NHS Foundation Trust , Nuclear Medicine Procedure , . , . , . , . , . , . , * , . , . , . , . , . , * 
 Y58 , RBD , Dorset County Hospital NHS Foundation Trust , Plain Radiography ," 6,705 "," 7,330 "," 6,490 "," 7,145 "," 6,640 "," 6,490 "," 6,815 "," 6,495 "," 6,040 "," 6,915 "," 6,420 "," 4,820 "," 78,305 "
 Y58 , RBD , Dorset County Hospital NHS Foundation Trust , Positron Emission Tomography , 20 , 50 , 35 , 65 , 30 , 50 , 45 , 40 , 45 , 55 , 45 , 45 , 520 
 Y58 , RDY , Dorset Healthcare University NHS Foundation Trust , Diagnostic Ultrasonography , 455 , 470 , 365 , 485 , 355 , 430 , 435 , 475 , 370 , 495 , 405 , 170 ," 4,910 "
 Y58 , RDY , Dorset Healthcare University NHS Foundation Trust , Plain Radiography , 915 ," 1,040 "," 1,145 "," 1,475 "," 1,280 "," 1,210 "," 1,335 "," 1,250 "," 1,095 "," 1,355 "," 1,195 ", 905 ," 14,200 "
 Y58 , RTE , Gloucestershire Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 4,495 "," 4,645 "," 4,435 "," 4,555 "," 4,700 "," 4,635 "," 4,935 "," 4,770 "," 4,630 "," 5,000 "," 4,585 "," 3,785 "," 55,170 "
 Y58 , RTE , Gloucestershire Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 7,310 "," 7,700 "," 6,655 "," 7,710 "," 7,630 "," 7,120 "," 7,895 "," 7,395 "," 6,980 "," 7,775 "," 6,715 "," 6,400 "," 87,280 "
 Y58 , RTE , Gloucestershire Hospitals NHS Foundation Trust , Fluoroscopy , 910 , 870 , 800 , 860 , 780 , 805 , 960 , 805 , 745 , 820 , 785 , 730 ," 9,875 "
 Y58 , RTE , Gloucestershire Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 1,990 "," 2,025 "," 1,740 "," 2,000 "," 2,030 "," 1,885 "," 2,090 "," 2,085 "," 2,230 "," 2,295 "," 1,850 "," 1,510 "," 23,725 "
 Y58 , RTE , Gloucestershire Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 320 , 330 , 310 , 370 , 310 , 325 , 375 , 325 , 295 , 340 , 300 , 245 ," 3,840 "
 Y58 , RTE , Gloucestershire Hospitals NHS Foundation Trust , Plain Radiography ," 19,525 "," 20,445 "," 18,975 "," 20,830 "," 19,100 "," 19,545 "," 21,070 "," 19,725 "," 18,625 "," 20,470 "," 18,590 "," 14,825 "," 231,725 "
 Y58 , RTE , Gloucestershire Hospitals NHS Foundation Trust , Positron Emission Tomography , 135 , 145 , 110 , 135 , 120 , 135 , 170 , 140 , 120 , 180 , 140 , 155 ," 1,680 "
 Y58 , RTE , Gloucestershire Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 55 , 70 , 65 , 75 , 55 , 65 , 65 , 60 , 40 , 55 , 50 , 55 , 710 
 Y58 , RN3 , Great Western Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 2,640 "," 2,750 "," 2,615 "," 2,920 "," 2,740 "," 2,695 "," 2,800 "," 2,705 "," 2,600 "," 2,810 "," 2,715 "," 2,340 "," 32,330 "
 Y58 , RN3 , Great Western Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 5,090 "," 5,320 "," 4,625 "," 5,285 "," 4,815 "," 4,795 "," 5,225 "," 4,910 "," 4,645 "," 5,285 "," 4,495 "," 4,215 "," 58,695 "
 Y58 , RN3 , Great Western Hospitals NHS Foundation Trust , Fluoroscopy , 180 , 205 , 185 , 200 , 160 , 185 , 245 , 215 , 185 , 200 , 185 , 145 ," 2,290 "
 Y58 , RN3 , Great Western Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 1,180 "," 1,230 "," 1,150 "," 1,375 "," 1,425 "," 1,200 "," 1,300 "," 1,335 "," 1,115 "," 1,505 "," 1,360 "," 1,055 "," 15,225 "
 Y58 , RN3 , Great Western Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 95 , 95 , 100 , 125 , 85 , 105 , 115 , 90 , 75 , 90 , 75 , 90 ," 1,140 "
 Y58 , RN3 , Great Western Hospitals NHS Foundation Trust , Plain Radiography ," 12,150 "," 12,720 "," 11,675 "," 13,010 "," 11,180 "," 11,935 "," 12,270 "," 11,655 "," 10,975 "," 12,245 "," 11,235 "," 8,375 "," 139,425 "
 Y58 , RN3 , Great Western Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , . , . , . , . , . , . , * , . , . , . , . , . , * 
 Y58 , NV1 , Inhealth Limited , Magnetic Resonance Imaging , . , . , . , . , . , * , 5 , . , . , . , . , . , 5 
 Y58 , RVJ , North Bristol NHS Trust , Computerized Axial Tomography ," 4,790 "," 4,910 "," 4,630 "," 4,835 "," 4,920 "," 4,870 "," 5,235 "," 4,930 "," 4,885 "," 5,565 "," 5,110 "," 4,410 "," 59,095 "
 Y58 , RVJ , North Bristol NHS Trust , Diagnostic Ultrasonography ," 5,465 "," 5,940 "," 5,285 "," 5,920 "," 5,210 "," 5,395 "," 5,885 "," 5,315 "," 5,065 "," 5,565 "," 5,320 "," 4,425 "," 64,795 "
 Y58 , RVJ , North Bristol NHS Trust , Fluoroscopy , 920 , 975 , 905 , 960 , 960 , 895 , 950 , 855 , 785 , 910 , 890 , 720 ," 10,720 "
 Y58 , RVJ , North Bristol NHS Trust , Magnetic Resonance Imaging ," 3,000 "," 2,905 "," 2,900 "," 3,115 "," 2,770 "," 2,780 "," 3,025 "," 2,865 "," 2,705 "," 2,885 "," 2,830 "," 2,590 "," 34,375 "
 Y58 , RVJ , North Bristol NHS Trust , Nuclear Medicine Procedure , 270 , 275 , 330 , 365 , 310 , 300 , 370 , 370 , 295 , 330 , 275 , 265 ," 3,750 "
 Y58 , RVJ , North Bristol NHS Trust , Plain Radiography ," 17,475 "," 18,265 "," 17,050 "," 18,340 "," 16,565 "," 17,485 "," 18,560 "," 16,960 "," 16,320 "," 18,810 "," 16,690 "," 12,635 "," 205,150 "
